ENSG00000078900.10,ENSG00000130939.14,0.147700147142849
ENSG00000078900.10,ENSG00000163874.8,0.247481669356243
ENSG00000078900.10,ENSG00000177606.5,0.28458083113699
ENSG00000078900.10,ENSG00000134716.5,0.0677019077750725
ENSG00000078900.10,ENSG00000184588.13,0.171860306237063
ENSG00000078900.10,ENSG00000162775.10,0.115128324581953
ENSG00000078900.10,ENSG00000171385.5,0.0255236717994949
ENSG00000078900.10,ENSG00000118729.10,0.00835571369100902
ENSG00000078900.10,ENSG00000134250.13,0.297540572249649
ENSG00000078900.10,ENSG00000018625.10,0.0891862154036742
ENSG00000078900.10,ENSG00000081248.6,0.168165733152573
ENSG00000078900.10,ENSG00000143499.9,0.0700654525463187
ENSG00000078900.10,ENSG00000243709.1,0.177853896778961
ENSG00000078900.10,ENSG00000136717.10,0.356448788720136
ENSG00000078900.10,ENSG00000182389.14,0.325478346344866
ENSG00000078900.10,ENSG00000115966.12,0.311796404242848
ENSG00000078900.10,ENSG00000150995.13,0.248351179211577
ENSG00000078900.10,ENSG00000152642.6,0.067332275170755
ENSG00000078900.10,ENSG00000169836.4,0.0494237935073547
ENSG00000078900.10,ENSG00000151617.11,0.142825465615014
ENSG00000078900.10,ENSG00000154556.13,0.0771657067395413
ENSG00000078900.10,ENSG00000113430.5,-0.055747784685931
ENSG00000078900.10,ENSG00000134057.10,0.208099858364873
ENSG00000078900.10,ENSG00000113070.6,0.204634505147564
ENSG00000078900.10,ENSG00000170624.9,0.0855154134473073
ENSG00000078900.10,ENSG00000170214.3,0.179156381362782
ENSG00000078900.10,ENSG00000137275.9,0.370312495981045
ENSG00000078900.10,ENSG00000112655.11,0.382339081656879
ENSG00000078900.10,ENSG00000057663.8,0.299029108452076
ENSG00000078900.10,ENSG00000198523.5,-0.0831939640416012
ENSG00000078900.10,ENSG00000186439.8,0.176256902316022
ENSG00000078900.10,ENSG00000135547.4,0.140042060907213
ENSG00000078900.10,ENSG00000136280.11,0.421652443406198
ENSG00000078900.10,ENSG00000122679.4,0.36354863284943
ENSG00000078900.10,ENSG00000075142.9,0.465087461535265
ENSG00000078900.10,ENSG00000127914.12,0.288947907954648
ENSG00000078900.10,ENSG00000106330.7,0.539805802490174
ENSG00000078900.10,ENSG00000184408.5,0.238217315271773
ENSG00000078900.10,ENSG00000164867.6,0.262665928999041
ENSG00000078900.10,ENSG00000136574.13,0.162314694209026
ENSG00000078900.10,ENSG00000185053.8,0.059040478076053
ENSG00000078900.10,ENSG00000169398.15,0.228181265468489
ENSG00000078900.10,ENSG00000130558.14,0.442231730342393
ENSG00000078900.10,ENSG00000107758.11,0.235293533628198
ENSG00000078900.10,ENSG00000138193.10,0.279319551895044
ENSG00000078900.10,ENSG00000108010.7,0.13455082137029
ENSG00000078900.10,ENSG00000148926.5,0.119888450717889
