to,from,cor
ENSG00000116254.13,ENSG00000173673.7,0.0304696843386304
ENSG00000116254.13,ENSG00000158748.3,0.392134611382451
ENSG00000116254.13,ENSG00000168389.13,-0.21078431372549
ENSG00000116254.13,ENSG00000116641.11,0.595588235294118
ENSG00000116254.13,ENSG00000181754.6,0.818627450980392
ENSG00000116254.13,ENSG00000171943.7,0.0674432990039523
ENSG00000116254.13,ENSG00000073756.7,0.0220588235294118
ENSG00000116254.13,ENSG00000076356.6,0.718137254901961
ENSG00000116254.13,ENSG00000115507.5,0.488017055544931
ENSG00000116254.13,ENSG00000116035.2,0.0294117647058824
ENSG00000116254.13,ENSG00000115317.7,0.642156862745098
ENSG00000116254.13,ENSG00000066032.14,0.612745098039216
ENSG00000116254.13,ENSG00000168758.6,0.0784313725490196
ENSG00000116254.13,ENSG00000198914.2,-0.196078431372549
ENSG00000116254.13,ENSG00000169554.12,-0.67156862745098
ENSG00000116254.13,ENSG00000144290.12,0.970588235294118
ENSG00000116254.13,ENSG00000135919.8,0.294117647058824
ENSG00000116254.13,ENSG00000176720.3,-0.681372549019608
ENSG00000116254.13,ENSG00000145191.7,0.480392156862745
ENSG00000116254.13,ENSG00000013810.14,0.192519962611282
ENSG00000116254.13,ENSG00000163394.5,0.137308759095272
ENSG00000116254.13,ENSG00000033178.8,0.0196078431372549
ENSG00000116254.13,ENSG00000138772.8,-0.291666666666667
ENSG00000116254.13,ENSG00000145388.10,0.213235294117647
ENSG00000116254.13,ENSG00000151012.9,-0.149509803921569
ENSG00000116254.13,ENSG00000112972.10,0.257352941176471
ENSG00000116254.13,ENSG00000164329.9,0.134803921568627
ENSG00000116254.13,ENSG00000182578.9,-0.549019607843137
ENSG00000116254.13,ENSG00000184845.3,0.487745098039216
ENSG00000116254.13,ENSG00000175325.2,0.372900674550937
ENSG00000116254.13,ENSG00000096093.10,0.0955882352941177
ENSG00000116254.13,ENSG00000060762.14,-0.4880442364286
ENSG00000116254.13,ENSG00000189056.9,0.382352941176471
ENSG00000116254.13,ENSG00000128610.7,-0.0298164484076122
ENSG00000116254.13,ENSG00000106144.15,0.144607843137255
ENSG00000116254.13,ENSG00000078674.13,0.0882352941176471
ENSG00000116254.13,ENSG00000104290.6,0.740196078431373
ENSG00000116254.13,ENSG00000020181.13,0.588235294117647
ENSG00000116254.13,ENSG00000147526.15,0.0245098039215686
ENSG00000116254.13,ENSG00000147571.3,0.353809421759128
ENSG00000116254.13,ENSG00000164929.12,0.191176470588235
ENSG00000116254.13,ENSG00000164930.7,-0.0980392156862745
ENSG00000116254.13,ENSG00000167632.10,0.745098039215686
ENSG00000116254.13,ENSG00000106948.12,-0.330882352941177
ENSG00000116254.13,ENSG00000095397.9,-0.220588235294118
ENSG00000116254.13,ENSG00000106689.6,0.232985942013653
ENSG00000116254.13,ENSG00000097007.13,-0.191176470588235
ENSG00000116254.13,ENSG00000138311.11,0.42156862745098
ENSG00000116254.13,ENSG00000099284.9,0.605392156862745
ENSG00000116254.13,ENSG00000151208.12,0.110294117647059
ENSG00000116254.13,ENSG00000198728.6,0.767156862745098
ENSG00000116254.13,ENSG00000138162.13,0.803921568627451
ENSG00000116254.13,ENSG00000187908.11,-0.529411764705882
ENSG00000116254.13,ENSG00000110436.7,0.301470588235294
ENSG00000116254.13,ENSG00000213619.5,0.544117647058824
ENSG00000116254.13,ENSG00000002330.9,0.33578431372549
ENSG00000116254.13,ENSG00000182704.6,-0.0993255858058206
ENSG00000116254.13,ENSG00000111752.6,0.693627450980392
ENSG00000116254.13,ENSG00000166006.8,0.524509803921569
ENSG00000116254.13,ENSG00000120686.7,-0.512254901960784
ENSG00000116254.13,ENSG00000043355.6,0.647058823529412
ENSG00000116254.13,ENSG00000187498.10,0.0490196078431373
ENSG00000116254.13,ENSG00000133961.15,0.394607843137255
ENSG00000116254.13,ENSG00000114062.13,0.416666666666667
ENSG00000116254.13,ENSG00000186297.7,0.401960784313726
ENSG00000116254.13,ENSG00000069667.11,0.291666666666667
ENSG00000116254.13,ENSG00000138623.5,0.0465686274509804
ENSG00000116254.13,ENSG00000184254.12,0.625
ENSG00000116254.13,ENSG00000103319.7,0.625
ENSG00000116254.13,ENSG00000205336.7,0.0269607843137255
ENSG00000116254.13,ENSG00000070770.4,0.487745098039216
ENSG00000116254.13,ENSG00000167720.8,0.436274509803922
ENSG00000116254.13,ENSG00000128482.11,0.801470588235294
ENSG00000116254.13,ENSG00000108576.5,0.647023810534136
ENSG00000116254.13,ENSG00000186868.11,0.865196078431373
ENSG00000116254.13,ENSG00000159217.5,-0.151782527983139
ENSG00000116254.13,ENSG00000154975.9,0.75
ENSG00000116254.13,ENSG00000180616.4,0.752450980392157
ENSG00000116254.13,ENSG00000141433.8,0.549019607843137
