to,from,cor
ENSG00000107404.13,ENSG00000157916.14,0.523418803418803
ENSG00000107404.13,ENSG00000162367.7,0.331282051282051
ENSG00000107404.13,ENSG00000156150.6,-0.0343501544446003
ENSG00000107404.13,ENSG00000134253.5,0.487863247863248
ENSG00000107404.13,ENSG00000242252.1,0.530870601773825
ENSG00000107404.13,ENSG00000185630.14,0.225299145299145
ENSG00000107404.13,ENSG00000116132.7,0.554188034188034
ENSG00000107404.13,ENSG00000162891.6,0.0180616537868403
ENSG00000107404.13,ENSG00000136630.11,0.509488808950846
ENSG00000107404.13,ENSG00000082258.8,0.522051282051282
ENSG00000107404.13,ENSG00000204335.3,0.332660348964008
ENSG00000107404.13,ENSG00000128710.5,0.0781429879379177
ENSG00000107404.13,ENSG00000204262.7,0.449042433921219
ENSG00000107404.13,ENSG00000115009.7,0.163619197620772
ENSG00000107404.13,ENSG00000144681.6,0.492134091708023
ENSG00000107404.13,ENSG00000068001.9,0.178803418803419
ENSG00000107404.13,ENSG00000136068.10,0.353846153846154
ENSG00000107404.13,ENSG00000114861.14,0.187008547008547
ENSG00000107404.13,ENSG00000163659.8,-0.182905982905983
ENSG00000107404.13,ENSG00000145192.8,0.157468275801796
ENSG00000107404.13,ENSG00000114503.6,0.372991452991453
ENSG00000107404.13,ENSG00000250317.4,0.709401709401709
ENSG00000107404.13,ENSG00000152595.12,-0.134715062810913
ENSG00000107404.13,ENSG00000164161.5,0.215337415187889
ENSG00000107404.13,ENSG00000132356.7,0.0618803418803419
ENSG00000107404.13,ENSG00000156427.7,0.107191937969155
ENSG00000107404.13,ENSG00000153162.8,0.0119699049407789
ENSG00000107404.13,ENSG00000204248.6,0.50606942097131
ENSG00000107404.13,ENSG00000137288.5,0.606837606837607
ENSG00000107404.13,ENSG00000124749.12,0.14771756071595
ENSG00000107404.13,ENSG00000171217.5,0.031854908024868
ENSG00000107404.13,ENSG00000005073.5,0.537185851585086
ENSG00000107404.13,ENSG00000106483.7,-0.0468616446153441
ENSG00000107404.13,ENSG00000174428.12,0.558974358974359
ENSG00000107404.13,ENSG00000006652.9,0.191111111111111
ENSG00000107404.13,ENSG00000174697.4,0.38733974822193
ENSG00000107404.13,ENSG00000168077.9,0.227125051274368
ENSG00000107404.13,ENSG00000147509.9,-0.0725645539716023
ENSG00000107404.13,ENSG00000154188.5,0.491282051282051
ENSG00000107404.13,ENSG00000164976.8,0.470769230769231
ENSG00000107404.13,ENSG00000235387.1,0.115213675213675
ENSG00000107404.13,ENSG00000156345.13,0.402530803294192
ENSG00000107404.13,ENSG00000187764.7,0.472820512820513
ENSG00000107404.13,ENSG00000148308.13,0.368205128205128
ENSG00000107404.13,ENSG00000177291.3,0.104518736662971
ENSG00000107404.13,ENSG00000177791.11,0.539145299145299
ENSG00000107404.13,ENSG00000133794.13,0.347008547008547
ENSG00000107404.13,ENSG00000152266.2,-0.253333333333333
ENSG00000107404.13,ENSG00000052850.5,0.485191467932808
ENSG00000107404.13,ENSG00000197847.8,0.16275524347231
ENSG00000107404.13,ENSG00000110066.10,0.677948717948718
ENSG00000107404.13,ENSG00000137727.8,0.294510043896432
ENSG00000107404.13,ENSG00000043039.5,0.223441355741078
ENSG00000107404.13,ENSG00000111186.8,0.185394243660704
ENSG00000107404.13,ENSG00000197905.4,0.422905982905983
ENSG00000107404.13,ENSG00000111679.12,0.365470085470085
ENSG00000107404.13,ENSG00000111424.6,-0.128910926828503
ENSG00000107404.13,ENSG00000037965.4,0.541196581196581
ENSG00000107404.13,ENSG00000198353.6,0.619474390042902
ENSG00000107404.13,ENSG00000166886.8,0.23529413140731
ENSG00000107404.13,ENSG00000100625.8,0.481025641025641
ENSG00000107404.13,ENSG00000248905.4,-0.0297486754219621
ENSG00000107404.13,ENSG00000167196.9,0.491282051282051
ENSG00000107404.13,ENSG00000154237.8,0.295777060229853
ENSG00000107404.13,ENSG00000005513.9,0.277996242736267
ENSG00000107404.13,ENSG00000103489.7,0.104957264957265
ENSG00000107404.13,ENSG00000186153.12,0.327577368439537
ENSG00000107404.13,ENSG00000167522.10,0.293675213675214
ENSG00000107404.13,ENSG00000108515.13,0.592478632478632
ENSG00000107404.13,ENSG00000170175.6,0.305299145299145
ENSG00000107404.13,ENSG00000129194.3,-0.0441554313102969
ENSG00000107404.13,ENSG00000133020.4,0.317606837606838
ENSG00000107404.13,ENSG00000141127.10,0.528205128205128
ENSG00000107404.13,ENSG00000073536.13,0.115213675213675
ENSG00000107404.13,ENSG00000141750.6,0.0824495574458934
ENSG00000107404.13,ENSG00000120068.5,-0.068427461744138
ENSG00000107404.13,ENSG00000108821.9,0.302564102564102
ENSG00000107404.13,ENSG00000259384.2,0.342857711690224
ENSG00000107404.13,ENSG00000108654.7,0.131623931623932
ENSG00000107404.13,ENSG00000157637.8,0.278632478632479
ENSG00000107404.13,ENSG00000132010.11,0.162846428814296
ENSG00000107404.13,ENSG00000186115.8,0.0787170724962712
ENSG00000107404.13,ENSG00000105664.6,0.356764199516816
ENSG00000107404.13,ENSG00000187664.8,-0.261883711771724
ENSG00000107404.13,ENSG00000105357.11,0.325811965811966
ENSG00000107404.13,ENSG00000133247.9,0.58974358974359
ENSG00000107404.13,ENSG00000125878.4,0.620937538441064
ENSG00000107404.13,ENSG00000125772.8,-0.0311111111111111
ENSG00000107404.13,ENSG00000125879.4,0.038490017945975
ENSG00000107404.13,ENSG00000173418.7,0.279316239316239
ENSG00000107404.13,ENSG00000125813.9,0.0752780429406579
ENSG00000107404.13,ENSG00000124104.14,0.524102564102564
ENSG00000107404.13,ENSG00000101203.12,-0.219358352631915
ENSG00000107404.13,ENSG00000244624.2,1
ENSG00000107404.13,ENSG00000157557.7,0.0625641025641026
ENSG00000107404.13,ENSG00000100068.7,0.32626540895723
ENSG00000107404.13,ENSG00000185960.8,0.0362951980246138
ENSG00000107404.13,ENSG00000157399.10,0.198354318413024
ENSG00000107404.13,ENSG00000102265.7,0.117948717948718
ENSG00000157916.14,ENSG00000162367.7,0.565811965811966
ENSG00000157916.14,ENSG00000156150.6,0.148850669259935
ENSG00000157916.14,ENSG00000134253.5,-0.137777777777778
ENSG00000157916.14,ENSG00000242252.1,0.189156857461936
ENSG00000157916.14,ENSG00000185630.14,0.314188034188034
